Restaurant ID,Restaurant Name,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
7228,Punjabi By Nature Express,New Delhi,"3rd Floor, Food Court, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.155099,28.5411702,"North Indian, Street Food, Mughlai",600,No,No,No,No,2,3.5,Yellow,Good,206
7068,Red Mango,New Delhi,"Level 2, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.1553877,28.5409809,"Cafe, Desserts",700,No,Yes,No,No,2,3.7,Yellow,Good,185
302152,Starbucks,New Delhi,"1st Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.15541266,28.54089671,Cafe,700,No,No,No,No,2,3.7,Yellow,Good,256
312300,Peninsular Kitchen,New Delhi,"Level 3, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.1550949,28.5411409,"Seafood, South Indian, Andhra, Hyderabadi, Goan",1500,Yes,Yes,No,No,3,4.2,Green,Very Good,336
5565,Mithapur,New Delhi,"4 & 5, Anand Lok Market, Opposite Gargi College, Anand Lok, New Delhi",Anand Lok,"Anand Lok, New Delhi",77.2187517,28.5555634,"Chinese, Fast Food, North Indian, South Indian",450,No,No,No,No,1,3.4,Orange,Average,280
307113,Diggin,New Delhi,"Anand Lok Shopping Centre, Opposite Gargi College, Anand Lok, New Delhi",Anand Lok,"Anand Lok, New Delhi",77.2194983,28.5556355,"Italian, Continental, Cafe",1400,Yes,Yes,No,No,3,4.2,Green,Very Good,2131
6258,Aggarwal Sweet India,New Delhi,"17, DDA Market, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3169197,28.6603476,"Fast Food, North Indian, Chinese, Desserts",200,No,No,No,No,1,2.8,Orange,Average,13
6094,Banzara's,New Delhi,"8, A Block, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3063202,28.6594964,"Chinese, Fast Food",400,No,No,No,No,1,3.1,Orange,Average,38
304592,Bobby Tikki Wala,New Delhi,"G-1, Ajnara Tower, DDA Market, Plot Number 1, Savita Vihar, Near Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3168615,28.6603647,Street Food,150,No,No,No,No,1,2.8,Orange,Average,69
18421481,Chennai Junction,New Delhi,"G-3, Pankaj Plaza, LSC, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065547,28.6596493,South Indian,500,No,No,No,No,2,3.3,Orange,Average,11
310874,Chicken Bite,New Delhi,"G 3, Block A, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065301,28.6595397,Fast Food,200,No,No,No,No,1,3.1,Orange,Average,6
18313972,Chocolate Dreams,New Delhi,"D-130, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3068973,28.6594042,"Bakery, Desserts",400,No,No,No,No,1,3,Orange,Average,4
18128860,Dial n Dine,New Delhi,"Shop 16, Ground Floor, DDA Market, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.316909,28.6602285,"North Indian, Chinese",650,No,No,No,No,2,3.4,Orange,Average,80
310877,Fresh n Refresh,New Delhi,"Shop 4, Kamal Complex, Central Market, Pocket A, Surajmal Vihar, Near Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3066672,28.6596084,Fast Food,500,No,No,No,No,2,3.4,Orange,Average,24
304687,Garden Hut,New Delhi,"Maharaja Surajmal Samadhi Park, Opposite C Block, Suraj Mal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.305701,28.6601278,"Chinese, Fast Food",250,No,No,No,No,1,3.1,Orange,Average,13
312444,Giani,New Delhi,"G-4, Pankaj Plaza, A Block, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3064966,28.6596561,"Ice Cream, Desserts",400,No,Yes,No,No,1,3.3,Orange,Average,12
18337975,Jugnu Gaming Zone and Cafe,New Delhi,"39, Opposite Bharat Petrol Pump, Near Yamuna Sports Complex, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3103233,28.6578549,"Cafe, North Indian, Fast Food",600,No,No,No,No,2,2.9,Orange,Average,4
18124373,Keventer's South Indian & Chinese Food,New Delhi,"Shop No 5, Chetan Complex, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3068127,28.6594592,"Chinese, South Indian",200,No,No,No,No,1,2.8,Orange,Average,9
305913,KTS,New Delhi,"Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.306795,28.65948,Fast Food,250,No,No,No,No,1,3.3,Orange,Average,18
310447,Mandarin,New Delhi,"G-7, Pankaj Plaza, Surajmal Vihar, Near, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3061657,28.6598026,Chinese,600,No,No,No,No,2,2.8,Orange,Average,14
310858,Penguin Bakers & Shakers,New Delhi,"G-6, Pankaj Plaza, Local Shopping Complex, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3064705,28.6596774,Fast Food,400,No,No,No,No,1,2.8,Orange,Average,9
18332083,Rollmates,New Delhi,"G 4, Plot 10, LSC Market, Khetan Complex, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3064258,28.6595258,"Fast Food, North Indian, Chinese",200,No,No,No,No,1,3.2,Orange,Average,16
18361241,Tandoori Nights,New Delhi,"Plot 5, Sikka Mansion, Savita Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3169899,28.6604475,"Mughlai, North Indian",650,No,No,No,No,2,3,Orange,Average,5
305630,Burger Dominion,New Delhi,"G-5, Pankaj Plaza, Ground Floor, A Block, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065439,28.6596325,Fast Food,500,No,Yes,No,No,2,3.6,Yellow,Good,251
18034049,Cafe Gainz,New Delhi,"Shop G-7, Plot 4, LSC, Surajmal Vihar, Near, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.306742,28.6595377,Healthy Food,350,No,Yes,No,No,1,3.5,Yellow,Good,42
6092,Chaskaa,New Delhi,"Kamal Complex, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3066776,28.6595993,"Chinese, North Indian, Italian",650,No,Yes,No,No,2,3.5,Yellow,Good,220
18124361,Fabulous Cake Bites,New Delhi,"G-5, Ajnara Complex, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3057084,28.6601355,"Bakery, Desserts, Fast Food, Pizza, Burger, Continental",400,No,Yes,No,No,1,3.6,Yellow,Good,34
6088,Hangout - A House Of Kathis,New Delhi,"G-2, Ashish Complex, Surajmal Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065483,28.6594782,Street Food,250,No,No,No,No,1,3.7,Yellow,Good,103
18394366,Malais By Anands,New Delhi,"Shop 11, Ground Floor, LSC Complex, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3171967,28.6602308,"North Indian, Chinese, South Indian, Fast Food",300,No,No,No,No,1,3.7,Yellow,Good,46
18354639,Panchwati Rasoi,New Delhi,"LSC, Savita Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.317158,28.6598763,"North Indian, Chinese",250,No,No,No,No,1,3.8,Yellow,Good,62
311657,Sprinkles Cup & Cake,New Delhi,"B-268, Yojna Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3160226,28.6632543,"Bakery, Desserts",300,No,No,No,No,1,3.6,Yellow,Good,42
18350112,Target Ice Cream & Bakers,New Delhi,"Ground Floor, 4, Vigyan Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3128538,28.660001,"Desserts, Bakery, Pizza, Burger, Continental",350,No,Yes,No,No,1,3.6,Yellow,Good,58
18377924,The Sweeet Jar,New Delhi,"A-276, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3049468,28.6600636,"Cafe, Bakery",1000,No,Yes,No,No,3,3.9,Yellow,Good,106
18428216,Amar Bakery,New Delhi,"G-5 & 6, Krit Plaza LSC, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3066854,28.6595807,"Bakery, Desserts, Fast Food, Mithai",500,No,No,No,No,2,0,White,Not rated,0
18421050,Cafe Brewbug,New Delhi,"Shop 4, Atlantic Plaza, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3064428,28.6595978,"Fast Food, Beverages",350,No,No,No,No,1,0,White,Not rated,1
18377887,Chilll House Kafe,New Delhi,"F-201, A Block, Ashish Complex-2, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3068152,28.6594371,Cafe,500,No,No,No,No,2,0,White,Not rated,1
18421693,Cookie Shookie,New Delhi,"165, Vigyan Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3068421,28.6594206,Bakery,100,No,No,No,No,1,0,White,Not rated,0
18418263,Fabulous Cake,New Delhi,"C3, Yojna Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3181158,28.6640178,Bakery,300,No,No,No,No,1,0,White,Not rated,0
18421457,Jai Maa Shaarde Samose Wala,New Delhi,"G 2 Sarita Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3171146,28.6603594,Street Food,100,No,No,No,No,1,0,White,Not rated,0
18421463,Madaan Confectionery,New Delhi,"Shop 17, C Block, Yojna Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3180203,28.6636866,Bakery,150,No,No,No,No,1,0,White,Not rated,0
18268361,Magic Masala,New Delhi,"Shop 567, Plot 8, LSC Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3061815,28.6597573,"Chinese, South Indian, North Indian",500,No,No,No,No,2,0,White,Not rated,1
18445804,Sikka Chinese Fast Food,New Delhi,"A-134, Surajmal Vihar, Near Bharat National School, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065417,28.6579247,"Chinese, Fast Food",300,No,No,No,No,1,0,White,Not rated,0
18347812,Teedo's Cake Inn,New Delhi,"House 1, Dayanand Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3056481,28.6600976,"Cafe, Bakery",500,No,No,No,No,2,0,White,Not rated,0
18377920,Thalaiva Cafe,New Delhi,"Shop 6, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065199,28.659426,"South Indian, Chinese",400,No,No,No,No,1,0,White,Not rated,2
311544,The Cake Affairs,New Delhi,"C-391, 1st Floor, Yojna Vihar, Near Anand Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3170268,28.6622024,"Bakery, Desserts",500,No,No,No,No,2,0,White,Not rated,0
18377915,Tulsi Ram Chinese Hut,New Delhi,"G 6, Plot 10, Chetan Complex, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3062409,28.6595326,Chinese,200,No,No,No,No,1,0,White,Not rated,0
18421058,V. K. Pasta,New Delhi,"Shop 2, Chetan Complex, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3066115,28.6595859,"Italian, Fast Food",600,No,No,No,No,2,0,White,Not rated,0
18335692,Xpert Bakers,New Delhi,"Shop 22, D Block, DDA Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3147803,28.6519961,Bakery,250,No,No,No,No,1,0,White,Not rated,0
18429396,Juniper Bar - Andaz Delhi,New Delhi,"Andaz Delhi, Asset 1, Aerocity, New Delhi","Andaz Delhi, Aerocity","Andaz Delhi, Aerocity, New Delhi",77.12181085,28.55480667,"North Indian, European",1500,Yes,No,No,No,3,3,Orange,Average,4
179,McDonald's,New Delhi,"BG-02, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2243586,28.5625545,"Fast Food, Burger",500,No,Yes,No,No,2,3.4,Orange,Average,48
307843,Pizza Hut Delivery,New Delhi,"B-05, Ground Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2242626,28.5625495,"Italian, Pizza, Fast Food",800,No,Yes,No,No,2,3.2,Orange,Average,51
18421042,The Arena,New Delhi,"C Block, Ansal Plaza, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2245776,28.5624498,"Continental, Asian, North Indian",1600,Yes,No,No,No,3,3.4,Orange,Average,19
3295,Restaurant De Seoul,New Delhi,"3rd Floor, C Block, Ansal Plaza Mall, Near Siri Fort, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2245397,28.562518,"Japanese, Korean",2500,Yes,No,No,No,4,3.6,Yellow,Good,59
18414499,Taksim,New Delhi,"CG 01, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2239998,28.5625562,Continental,1500,Yes,No,No,No,3,3.9,Yellow,Good,188
18441775,Jom Jom Malay,New Delhi,"BG 04, Ansal Plaza, Andrews Ganj, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.224443,28.563155,"Malaysian, Indonesian",1800,No,No,No,No,3,4.4,Green,Very Good,77
18427565,Kofuku,New Delhi,"BG-09, Ansal Plaza Mall, August Kranti Marg, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.22493695,28.56257437,"Japanese, Asian",1500,No,Yes,No,No,3,4,Green,Very Good,46
18395381,The Sky High,New Delhi,"C-306 A & 307, T-101 & 102, 3rd Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2243747,28.5622825,"Continental, North Indian, Mughlai, Italian",1400,No,No,No,No,3,4.1,Green,Very Good,387
310281,Haldiram's,New Delhi,"1st Floor, ARSS Mall, Opposite Jwalaheri, Paschim Vihar, New Delhi","ARSS Mall, Paschim Vihar","ARSS Mall, Paschim Vihar, New Delhi",77.10154384,28.66894461,"North Indian, South Indian, Chinese, Mithai, Fast Food",500,No,No,No,No,2,3.1,Orange,Average,117
18207831,Jux Pux - The Dreamer's Cafe,New Delhi,"A-2/3, Near Delhi Stock Exchange, Asaf Ali Road, New Delhi",Asaf Ali Road,"Asaf Ali Road, New Delhi",77.238382,28.640954,"Beverages, Fast Food",350,No,No,No,No,1,3.1,Orange,Average,7
5452,Pizzaon,New Delhi,"G-26, Ground Floor, Wardhman Plaza, Asaf Ali Road, New Delhi",Asaf Ali Road,"Asaf Ali Road, New Delhi",77.23196391,28.64244153,"Pizza, Fast Food",500,No,No,No,No,2,3,Orange,Average,10
18374418,FFC Restaurant,New Delhi,"2581, Shanker Street, Asaf Ali Road, New Delhi",Asaf Ali Road,"Asaf Ali Road, New Delhi",77.231881,28.642415,Fast Food,250,No,No,No,No,1,0,White,Not rated,1
18258778,"34, Chowringhee Lane",New Delhi,"115, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1729156,28.6933274,Fast Food,350,No,Yes,No,No,1,2.8,Orange,Average,7
6560,Aapni Dhani,New Delhi,"14/1 A, Deep Cinema, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1731452,28.6927118,"North Indian, Street Food",200,No,No,No,No,1,2.8,Orange,Average,23
3322,Bengal Sweet Corner,New Delhi,"36, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1725562,28.692666,"North Indian, South Indian, Chinese, Fast Food, Mithai",500,No,No,No,No,2,2.8,Orange,Average,102
18249102,Chicken Vicken,New Delhi,"Shop 12, I Block, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1664456,28.6849156,"North Indian, Chinese",600,No,No,No,No,2,3.4,Orange,Average,19
18241609,Cup-a-licious,New Delhi,"Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1763302,28.6976846,Bakery,200,No,No,No,No,1,3.2,Orange,Average,15
8743,Frontier,New Delhi,"14, Building 3, Mohan Bazar, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1714778,28.6931895,Bakery,200,No,No,No,No,1,3,Orange,Average,10
5294,Metro Fast Food,New Delhi,"Near Taxi Stand, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1727344,28.6938333,"Chinese, Fast Food",400,No,No,No,No,1,2.7,Orange,Average,17
4651,Nagpal's,New Delhi,"Shop 14, Near Major Dhyan Chand Stadium, IB Block Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1664456,28.6848261,Street Food,200,No,Yes,No,No,1,3.4,Orange,Average,135
5315,Nile Restro & Bar,New Delhi,"26, 3rd Floor, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1721967,28.6942435,"North Indian, Chinese",1000,Yes,No,No,No,3,2.7,Orange,Average,35
6577,Popular Chicken,New Delhi,"21, DDA Murga Market, J Block, Opposite Water Tank, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1730055,28.6874254,"North Indian, Mughlai, Chinese",450,No,No,No,No,1,3,Orange,Average,5
309395,Sardar A Pure Meat Shop,New Delhi,"J-17, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1729156,28.6873272,"Raw Meats, Fast Food, North Indian",150,No,No,No,No,1,3.4,Orange,Average,22
300784,Shankar Fast Food,New Delhi,"A-5, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1716576,28.6929381,"Chinese, Fast Food",300,No,No,No,No,1,3.2,Orange,Average,74
18430692,Singh's Zaika ,New Delhi,"C-9, Community Center, Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1767631,28.6812819,"North Indian, Chinese, Mughlai",500,No,No,No,No,2,3,Orange,Average,4
309503,The Mirch Masala,New Delhi,"27/4, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1731558,28.6931964,"North Indian, Chinese",700,No,No,No,No,2,3,Orange,Average,7
3326,The Mirch Masala,New Delhi,"DDA Murga Market, Near Deep Cinema, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1736345,28.6873066,North Indian,650,No,No,No,No,2,3.2,Orange,Average,22
309384,Uncle Cake Shop,New Delhi,"A-795, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1855851,28.6738532,"Bakery, Desserts, Fast Food",300,No,No,No,No,1,3.1,Orange,Average,9
3079,Kays Bar-Be-Que,New Delhi,"16/27, Community Cetre, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1731852,28.6933532,"North Indian, Mughlai",700,No,Yes,No,No,2,3.5,Yellow,Good,191
303093,Master Bakers,New Delhi,"G-32 & 33, Usha Chambers, Community Centre, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1728257,28.6925128,"Bakery, Desserts, Chinese, Fast Food",350,No,Yes,No,No,1,3.7,Yellow,Good,199
309375,The Master's Fast Food Centre,New Delhi,"8, Deep Cinema Complex, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1734098,28.6930613,"Fast Food, Chinese, Bakery",400,No,No,No,No,1,3.5,Yellow,Good,60
18441672,6 Pack Momos,New Delhi,"BA-Block, Deep Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1724219,28.6940223,Chinese,300,No,No,No,No,1,0,White,Not rated,1
18446423,Al Noor Foods,New Delhi,"23, J-Block, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1731402,28.6870353,"North Indian, Mughlai",500,No,No,No,No,2,0,White,Not rated,0
18462588,Avon Kitchen,New Delhi,"Shop 1, Ground Floor, J Block, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1736822,28.6872769,"North Indian, Mughlai, Chinese",700,No,No,No,No,2,0,White,Not rated,0
18460330,Bhasad Cafe,New Delhi,"E-46, Near Gopal Paints, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1808229,28.6720536,"Fast Food, Chinese",500,No,No,No,No,2,0,White,Not rated,1
18361739,Bikaner Kesarvala,New Delhi,"Shop 10, H Block, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1685277,28.687879,Mithai,100,No,No,No,No,1,0,White,Not rated,2
312338,De Bone Chicken,New Delhi,"20, J Block, Murga Market, Near Water Tank, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1730688,28.6872543,"Raw Meats, Fast Food",400,No,No,No,No,1,0,White,Not rated,0
18057828,Indian Fresh Meat Shop,New Delhi,"Shop 8, Murga Market, J Block, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1728262,28.687261,"Raw Meats, Fast Food",300,No,No,No,No,1,0,White,Not rated,1
18361700,JD's Food Court,New Delhi,"E-46, Near Gopal Paints, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1808229,28.6720536,"North Indian, Chinese",550,No,No,No,No,2,0,White,Not rated,3
18383541,Keventers,New Delhi,"Shop  5/6, Building 26, Deep Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1722866,28.6942521,Beverages,400,No,No,No,No,1,0,White,Not rated,3
18248970,Malhotra Bakery,New Delhi,"Shop 136, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.18563,28.6738127,"Bakery, Chinese",300,No,No,No,No,1,0,White,Not rated,1
18395538,Matthi Wala,New Delhi,"B-1138, Main Market, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.18,28.67,"Mithai, Street Food",150,No,No,No,No,1,0,White,Not rated,0
18446396,Nirula's Ice Cream,New Delhi,"Shop 26, Central Market, Deep Complex, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.172323,28.694039,"Ice Cream, Desserts",250,No,No,No,No,1,0,White,Not rated,0
313193,Punjabi Chaap Corner,New Delhi,"A-49, Subhtra Colony, Near Shastri Nagar Metro Station, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1809128,28.6703604,"Fast Food, Chinese",400,No,Yes,No,No,1,0,White,Not rated,1
18457050,Puran Dhaba,New Delhi,"Shop J-11/11, Sanjay Market, Opposite Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1724663,28.6802986,North Indian,200,No,No,No,No,1,0,White,Not rated,0
18375413,Rama Desi Ghee Meat Wala,New Delhi,"IA, Block 10 C, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",0,0,North Indian,650,No,No,No,No,2,0,White,Not rated,0
18458325,VadaPav 'n' Frankie,New Delhi,"Opposite Murga Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1732301,28.6873126,Fast Food,100,No,No,No,No,1,0,White,Not rated,0
5296,Chhabra Sweets,New Delhi,"26, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1723764,28.6939921,Mithai,100,No,No,No,No,1,2.4,Red,Poor,15
310802,Kanwarji's,New Delhi,"B4-33A, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1787198,28.6945328,"Street Food, Chinese, North Indian, Mithai",300,No,Yes,No,No,1,2.9,Orange,Average,29
310777,Pizza Hut,New Delhi,"B-2/3, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1780375,28.6929229,"Italian, Pizza, Fast Food",1000,No,Yes,No,No,3,3.4,Orange,Average,35
309,Sagar Ratna,New Delhi,"B-2/1, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1779476,28.693362,"South Indian, North Indian, Chinese",600,No,Yes,No,No,2,2.7,Orange,Average,278
18390678,Smelling Salts,New Delhi,"C-2/13, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1715677,28.6951682,"North Indian, Chinese",1200,Yes,No,No,No,3,3.3,Orange,Average,53
